hr,body_battery,timestamp_gmt_ms,moving_s,time_s,elapsed_s,dist_m,timestamp_utc
104.0,75.0,1753267033000.0,0.0,1365.0,1365.0,0.0,2025-07-23 10:37:13+00:00
103.0,75.0,1753267035000.0,0.0,1367.0,1367.0,0.0,2025-07-23 10:37:15+00:00
102.0,75.0,1753267038000.0,0.0,1370.0,1370.0,0.0,2025-07-23 10:37:18+00:00
101.0,75.0,1753267039000.0,0.0,1371.0,1371.0,0.0,2025-07-23 10:37:19+00:00
100.0,75.0,1753267042000.0,0.0,1374.0,1374.0,0.0,2025-07-23 10:37:22+00:00
99.0,75.0,1753267044000.0,0.0,1376.0,1376.0,0.0,2025-07-23 10:37:24+00:00
100.0,75.0,1753267053000.0,0.0,1385.0,1385.0,0.0,2025-07-23 10:37:33+00:00
99.0,75.0,1753267055000.0,0.0,1387.0,1387.0,0.0,2025-07-23 10:37:35+00:00
100.0,75.0,1753267060000.0,0.0,1392.0,1392.0,0.0,2025-07-23 10:37:40+00:00
99.0,75.0,1753267061000.0,0.0,1393.0,1393.0,0.0,2025-07-23 10:37:41+00:00
100.0,75.0,1753267065000.0,0.0,1397.0,1397.0,0.0,2025-07-23 10:37:45+00:00
99.0,75.0,1753267066000.0,0.0,1398.0,1398.0,0.0,2025-07-23 10:37:46+00:00
100.0,75.0,1753267068000.0,0.0,1400.0,1400.0,0.0,2025-07-23 10:37:48+00:00
101.0,75.0,1753267069000.0,0.0,1401.0,1401.0,0.0,2025-07-23 10:37:49+00:00
100.0,75.0,1753267070000.0,0.0,1402.0,1402.0,0.0,2025-07-23 10:37:50+00:00
99.0,75.0,1753267072000.0,0.0,1404.0,1404.0,0.0,2025-07-23 10:37:52+00:00
88.0,75.0,1753267074000.0,0.0,1406.0,1406.0,0.0,2025-07-23 10:37:54+00:00
84.0,75.0,1753267075000.0,0.0,1407.0,1407.0,0.0,2025-07-23 10:37:55+00:00
83.0,75.0,1753267076000.0,0.0,1408.0,1408.0,0.0,2025-07-23 10:37:56+00:00
82.0,75.0,1753267078000.0,0.0,1410.0,1410.0,0.0,2025-07-23 10:37:58+00:00
81.0,75.0,1753267080000.0,0.0,1412.0,1412.0,0.0,2025-07-23 10:38:00+00:00
82.0,75.0,1753267083000.0,0.0,1415.0,1415.0,0.0,2025-07-23 10:38:03+00:00
86.0,75.0,1753267084000.0,0.0,1416.0,1416.0,0.0,2025-07-23 10:38:04+00:00
86.0,75.0,1753267085000.0,0.0,1417.0,1417.0,0.0,2025-07-23 10:38:05+00:00
90.0,75.0,1753267086000.0,0.0,1418.0,1418.0,0.0,2025-07-23 10:38:06+00:00
93.0,75.0,1753267087000.0,0.0,1419.0,1419.0,0.0,2025-07-23 10:38:07+00:00
96.0,75.0,1753267088000.0,0.0,1420.0,1420.0,0.0,2025-07-23 10:38:08+00:00
98.0,75.0,1753267089000.0,0.0,1421.0,1421.0,0.0,2025-07-23 10:38:09+00:00
99.0,75.0,1753267090000.0,0.0,1422.0,1422.0,0.0,2025-07-23 10:38:10+00:00
100.0,75.0,1753267092000.0,0.0,1424.0,1424.0,0.0,2025-07-23 10:38:12+00:00
101.0,75.0,1753267093000.0,0.0,1425.0,1425.0,0.0,2025-07-23 10:38:13+00:00
102.0,75.0,1753267094000.0,0.0,1426.0,1426.0,0.0,2025-07-23 10:38:14+00:00
103.0,75.0,1753267099000.0,0.0,1431.0,1431.0,0.0,2025-07-23 10:38:19+00:00
104.0,75.0,1753267102000.0,0.0,1434.0,1434.0,0.0,2025-07-23 10:38:22+00:00
105.0,75.0,1753267103000.0,0.0,1435.0,1435.0,0.0,2025-07-23 10:38:23+00:00
106.0,75.0,1753267104000.0,0.0,1436.0,1436.0,0.0,2025-07-23 10:38:24+00:00
105.0,75.0,1753267106000.0,0.0,1438.0,1438.0,0.0,2025-07-23 10:38:26+00:00
106.0,75.0,1753267110000.0,0.0,1442.0,1442.0,0.0,2025-07-23 10:38:30+00:00
109.0,75.0,1753267111000.0,0.0,1443.0,1443.0,0.0,2025-07-23 10:38:31+00:00
113.0,75.0,1753267112000.0,0.0,1444.0,1444.0,0.0,2025-07-23 10:38:32+00:00
115.0,75.0,1753267113000.0,0.0,1445.0,1445.0,0.0,2025-07-23 10:38:33+00:00
117.0,75.0,1753267115000.0,0.0,1447.0,1447.0,0.0,2025-07-23 10:38:35+00:00
116.0,75.0,1753267117000.0,0.0,1449.0,1449.0,0.0,2025-07-23 10:38:37+00:00
115.0,75.0,1753267118000.0,0.0,1450.0,1450.0,0.0,2025-07-23 10:38:38+00:00
114.0,75.0,1753267119000.0,0.0,1451.0,1451.0,0.0,2025-07-23 10:38:39+00:00
113.0,75.0,1753267120000.0,0.0,1452.0,1452.0,0.0,2025-07-23 10:38:40+00:00
112.0,75.0,1753267121000.0,0.0,1453.0,1453.0,0.0,2025-07-23 10:38:41+00:00
110.0,75.0,1753267122000.0,0.0,1454.0,1454.0,0.0,2025-07-23 10:38:42+00:00
111.0,75.0,1753267124000.0,0.0,1456.0,1456.0,0.0,2025-07-23 10:38:44+00:00
112.0,75.0,1753267125000.0,0.0,1457.0,1457.0,0.0,2025-07-23 10:38:45+00:00
111.0,75.0,1753267127000.0,0.0,1459.0,1459.0,0.0,2025-07-23 10:38:47+00:00
112.0,75.0,1753267129000.0,0.0,1461.0,1461.0,0.0,2025-07-23 10:38:49+00:00
111.0,75.0,1753267132000.0,0.0,1464.0,1464.0,0.0,2025-07-23 10:38:52+00:00
110.0,75.0,1753267133000.0,0.0,1465.0,1465.0,0.0,2025-07-23 10:38:53+00:00
111.0,75.0,1753267136000.0,0.0,1468.0,1468.0,0.0,2025-07-23 10:38:56+00:00
114.0,75.0,1753267137000.0,0.0,1469.0,1469.0,0.0,2025-07-23 10:38:57+00:00
116.0,75.0,1753267138000.0,0.0,1470.0,1470.0,0.0,2025-07-23 10:38:58+00:00
118.0,75.0,1753267139000.0,0.0,1471.0,1471.0,0.0,2025-07-23 10:38:59+00:00
119.0,74.0,1753267141000.0,0.0,1473.0,1473.0,0.0,2025-07-23 10:39:01+00:00
120.0,74.0,1753267142000.0,0.0,1474.0,1474.0,0.0,2025-07-23 10:39:02+00:00
122.0,74.0,1753267143000.0,0.0,1475.0,1475.0,0.0,2025-07-23 10:39:03+00:00
123.0,74.0,1753267147000.0,0.0,1479.0,1479.0,0.0,2025-07-23 10:39:07+00:00
124.0,74.0,1753267149000.0,0.0,1481.0,1481.0,0.0,2025-07-23 10:39:09+00:00
123.0,74.0,1753267152000.0,0.0,1484.0,1484.0,0.0,2025-07-23 10:39:12+00:00
124.0,74.0,1753267155000.0,0.0,1487.0,1487.0,0.0,2025-07-23 10:39:15+00:00
125.0,74.0,1753267157000.0,0.0,1489.0,1489.0,0.0,2025-07-23 10:39:17+00:00
124.0,74.0,1753267160000.0,0.0,1492.0,1492.0,0.0,2025-07-23 10:39:20+00:00
123.0,74.0,1753267164000.0,0.0,1496.0,1496.0,0.0,2025-07-23 10:39:24+00:00
124.0,74.0,1753267165000.0,0.0,1497.0,1497.0,0.0,2025-07-23 10:39:25+00:00
123.0,74.0,1753267167000.0,0.0,1499.0,1499.0,0.0,2025-07-23 10:39:27+00:00
123.0,74.0,1753267168000.0,0.0,1500.0,1500.0,0.0,2025-07-23 10:39:28+00:00
122.0,74.0,1753267169000.0,0.0,1501.0,1501.0,0.0,2025-07-23 10:39:29+00:00
121.0,74.0,1753267171000.0,0.0,1503.0,1503.0,0.0,2025-07-23 10:39:31+00:00
119.0,74.0,1753267172000.0,0.0,1504.0,1504.0,0.0,2025-07-23 10:39:32+00:00
117.0,74.0,1753267173000.0,0.0,1505.0,1505.0,0.0,2025-07-23 10:39:33+00:00
116.0,74.0,1753267174000.0,0.0,1506.0,1506.0,0.0,2025-07-23 10:39:34+00:00
117.0,74.0,1753267176000.0,0.0,1508.0,1508.0,0.0,2025-07-23 10:39:36+00:00
116.0,74.0,1753267178000.0,0.0,1510.0,1510.0,0.0,2025-07-23 10:39:38+00:00
117.0,74.0,1753267182000.0,0.0,1514.0,1514.0,0.0,2025-07-23 10:39:42+00:00
118.0,74.0,1753267183000.0,0.0,1515.0,1515.0,0.0,2025-07-23 10:39:43+00:00
119.0,74.0,1753267186000.0,0.0,1518.0,1518.0,0.0,2025-07-23 10:39:46+00:00
120.0,74.0,1753267188000.0,0.0,1520.0,1520.0,0.0,2025-07-23 10:39:48+00:00
119.0,74.0,1753267189000.0,0.0,1521.0,1521.0,0.0,2025-07-23 10:39:49+00:00
120.0,74.0,1753267190000.0,0.0,1522.0,1522.0,0.0,2025-07-23 10:39:50+00:00
121.0,74.0,1753267192000.0,0.0,1524.0,1524.0,0.0,2025-07-23 10:39:52+00:00
123.0,74.0,1753267193000.0,0.0,1525.0,1525.0,0.0,2025-07-23 10:39:53+00:00
124.0,74.0,1753267194000.0,0.0,1526.0,1526.0,0.0,2025-07-23 10:39:54+00:00
125.0,74.0,1753267195000.0,0.0,1527.0,1527.0,0.0,2025-07-23 10:39:55+00:00
126.0,74.0,1753267197000.0,0.0,1529.0,1529.0,0.0,2025-07-23 10:39:57+00:00
125.0,74.0,1753267198000.0,0.0,1530.0,1530.0,0.0,2025-07-23 10:39:58+00:00
126.0,74.0,1753267199000.0,0.0,1531.0,1531.0,0.0,2025-07-23 10:39:59+00:00
125.0,74.0,1753267202000.0,0.0,1534.0,1534.0,0.0,2025-07-23 10:40:02+00:00
122.0,74.0,1753267203000.0,0.0,1535.0,1535.0,0.0,2025-07-23 10:40:03+00:00
120.0,74.0,1753267204000.0,0.0,1536.0,1536.0,0.0,2025-07-23 10:40:04+00:00
121.0,74.0,1753267206000.0,0.0,1538.0,1538.0,0.0,2025-07-23 10:40:06+00:00
122.0,74.0,1753267207000.0,0.0,1539.0,1539.0,0.0,2025-07-23 10:40:07+00:00
123.0,74.0,1753267209000.0,0.0,1541.0,1541.0,0.0,2025-07-23 10:40:09+00:00
122.0,74.0,1753267210000.0,0.0,1542.0,1542.0,0.0,2025-07-23 10:40:10+00:00
121.0,74.0,1753267211000.0,0.0,1543.0,1543.0,0.0,2025-07-23 10:40:11+00:00
119.0,74.0,1753267212000.0,0.0,1544.0,1544.0,0.0,2025-07-23 10:40:12+00:00
117.0,74.0,1753267213000.0,0.0,1545.0,1545.0,0.0,2025-07-23 10:40:13+00:00
115.0,74.0,1753267214000.0,0.0,1546.0,1546.0,0.0,2025-07-23 10:40:14+00:00
114.0,74.0,1753267215000.0,0.0,1547.0,1547.0,0.0,2025-07-23 10:40:15+00:00
111.0,74.0,1753267216000.0,0.0,1548.0,1548.0,0.0,2025-07-23 10:40:16+00:00
104.0,74.0,1753267217000.0,0.0,1549.0,1549.0,0.0,2025-07-23 10:40:17+00:00
103.0,74.0,1753267218000.0,0.0,1550.0,1550.0,0.0,2025-07-23 10:40:18+00:00
102.0,74.0,1753267219000.0,0.0,1551.0,1551.0,0.0,2025-07-23 10:40:19+00:00
104.0,74.0,1753267222000.0,0.0,1554.0,1554.0,0.0,2025-07-23 10:40:22+00:00
112.0,74.0,1753267223000.0,0.0,1555.0,1555.0,0.0,2025-07-23 10:40:23+00:00
121.0,74.0,1753267224000.0,0.0,1556.0,1556.0,0.0,2025-07-23 10:40:24+00:00
125.0,74.0,1753267225000.0,0.0,1557.0,1557.0,0.0,2025-07-23 10:40:25+00:00
125.0,74.0,1753267226000.0,0.0,1558.0,1558.0,0.0,2025-07-23 10:40:26+00:00
126.0,74.0,1753267229000.0,0.0,1561.0,1561.0,0.0,2025-07-23 10:40:29+00:00
127.0,74.0,1753267231000.0,0.0,1563.0,1563.0,0.0,2025-07-23 10:40:31+00:00
125.0,74.0,1753267235000.0,0.0,1567.0,1567.0,0.0,2025-07-23 10:40:35+00:00
124.0,74.0,1753267242000.0,0.0,1574.0,1574.0,0.0,2025-07-23 10:40:42+00:00
123.0,74.0,1753267243000.0,0.0,1575.0,1575.0,0.0,2025-07-23 10:40:43+00:00
122.0,74.0,1753267250000.0,0.0,1582.0,1582.0,0.0,2025-07-23 10:40:50+00:00
121.0,74.0,1753267251000.0,0.0,1583.0,1583.0,0.0,2025-07-23 10:40:51+00:00
119.0,74.0,1753267252000.0,0.0,1584.0,1584.0,0.0,2025-07-23 10:40:52+00:00
119.0,74.0,1753267253000.0,0.0,1585.0,1585.0,0.0,2025-07-23 10:40:53+00:00
124.0,74.0,1753267254000.0,0.0,1586.0,1586.0,0.0,2025-07-23 10:40:54+00:00
125.0,74.0,1753267255000.0,0.0,1587.0,1587.0,0.0,2025-07-23 10:40:55+00:00
126.0,74.0,1753267257000.0,0.0,1589.0,1589.0,0.0,2025-07-23 10:40:57+00:00
125.0,74.0,1753267258000.0,0.0,1590.0,1590.0,0.0,2025-07-23 10:40:58+00:00
124.0,74.0,1753267261000.0,0.0,1593.0,1593.0,0.0,2025-07-23 10:41:01+00:00
123.0,74.0,1753267263000.0,0.0,1595.0,1595.0,0.0,2025-07-23 10:41:03+00:00
121.0,74.0,1753267265000.0,0.0,1597.0,1597.0,0.0,2025-07-23 10:41:05+00:00
120.0,74.0,1753267267000.0,0.0,1599.0,1599.0,0.0,2025-07-23 10:41:07+00:00
119.0,74.0,1753267268000.0,0.0,1600.0,1600.0,0.0,2025-07-23 10:41:08+00:00
118.0,74.0,1753267269000.0,0.0,1601.0,1601.0,0.0,2025-07-23 10:41:09+00:00
119.0,74.0,1753267272000.0,0.0,1604.0,1604.0,0.0,2025-07-23 10:41:12+00:00
118.0,74.0,1753267273000.0,0.0,1605.0,1605.0,0.0,2025-07-23 10:41:13+00:00
117.0,74.0,1753267274000.0,0.0,1606.0,1606.0,0.0,2025-07-23 10:41:14+00:00
118.0,74.0,1753267276000.0,0.0,1608.0,1608.0,0.0,2025-07-23 10:41:16+00:00
119.0,74.0,1753267277000.0,0.0,1609.0,1609.0,0.0,2025-07-23 10:41:17+00:00
117.0,74.0,1753267280000.0,0.0,1612.0,1612.0,0.0,2025-07-23 10:41:20+00:00
116.0,74.0,1753267281000.0,0.0,1613.0,1613.0,0.0,2025-07-23 10:41:21+00:00
115.0,74.0,1753267282000.0,0.0,1614.0,1614.0,0.0,2025-07-23 10:41:22+00:00
114.0,74.0,1753267283000.0,0.0,1615.0,1615.0,0.0,2025-07-23 10:41:23+00:00
112.0,74.0,1753267284000.0,0.0,1616.0,1616.0,0.0,2025-07-23 10:41:24+00:00
111.0,74.0,1753267285000.0,0.0,1617.0,1617.0,0.0,2025-07-23 10:41:25+00:00
110.0,74.0,1753267287000.0,0.0,1619.0,1619.0,0.0,2025-07-23 10:41:27+00:00
111.0,74.0,1753267290000.0,0.0,1622.0,1622.0,0.0,2025-07-23 10:41:30+00:00
110.0,74.0,1753267291000.0,0.0,1623.0,1623.0,0.0,2025-07-23 10:41:31+00:00
109.0,74.0,1753267292000.0,0.0,1624.0,1624.0,0.0,2025-07-23 10:41:32+00:00
111.0,74.0,1753267297000.0,0.0,1629.0,1629.0,0.0,2025-07-23 10:41:37+00:00
118.0,74.0,1753267298000.0,0.0,1630.0,1630.0,0.0,2025-07-23 10:41:38+00:00
126.0,74.0,1753267299000.0,0.0,1631.0,1631.0,0.0,2025-07-23 10:41:39+00:00
133.0,74.0,1753267300000.0,0.0,1632.0,1632.0,0.0,2025-07-23 10:41:40+00:00
134.0,74.0,1753267301000.0,0.0,1633.0,1633.0,0.0,2025-07-23 10:41:41+00:00
133.0,74.0,1753267303000.0,0.0,1635.0,1635.0,0.0,2025-07-23 10:41:43+00:00
132.0,74.0,1753267305000.0,0.0,1637.0,1637.0,0.0,2025-07-23 10:41:45+00:00
131.0,74.0,1753267309000.0,0.0,1641.0,1641.0,0.0,2025-07-23 10:41:49+00:00
130.0,74.0,1753267310000.0,0.0,1642.0,1642.0,0.0,2025-07-23 10:41:50+00:00
129.0,74.0,1753267311000.0,0.0,1643.0,1643.0,0.0,2025-07-23 10:41:51+00:00
124.0,74.0,1753267313000.0,0.0,1645.0,1645.0,0.0,2025-07-23 10:41:53+00:00
123.0,74.0,1753267314000.0,0.0,1646.0,1646.0,0.0,2025-07-23 10:41:54+00:00
122.0,74.0,1753267317000.0,0.0,1649.0,1649.0,0.0,2025-07-23 10:41:57+00:00
121.0,74.0,1753267320000.0,0.0,1652.0,1652.0,0.0,2025-07-23 10:42:00+00:00
122.0,74.0,1753267321000.0,0.0,1653.0,1653.0,0.0,2025-07-23 10:42:01+00:00
123.0,74.0,1753267323000.0,0.0,1655.0,1655.0,0.0,2025-07-23 10:42:03+00:00
122.0,74.0,1753267327000.0,0.0,1659.0,1659.0,0.0,2025-07-23 10:42:07+00:00
121.0,74.0,1753267329000.0,0.0,1661.0,1661.0,0.0,2025-07-23 10:42:09+00:00
120.0,74.0,1753267337000.0,0.0,1669.0,1669.0,0.0,2025-07-23 10:42:17+00:00
119.0,74.0,1753267340000.0,0.0,1672.0,1672.0,0.0,2025-07-23 10:42:20+00:00
118.0,74.0,1753267341000.0,0.0,1673.0,1673.0,0.0,2025-07-23 10:42:21+00:00
117.0,74.0,1753267342000.0,0.0,1674.0,1674.0,0.0,2025-07-23 10:42:22+00:00
115.0,74.0,1753267343000.0,0.0,1675.0,1675.0,0.0,2025-07-23 10:42:23+00:00
114.0,74.0,1753267344000.0,0.0,1676.0,1676.0,0.0,2025-07-23 10:42:24+00:00
113.0,74.0,1753267345000.0,0.0,1677.0,1677.0,0.0,2025-07-23 10:42:25+00:00
111.0,74.0,1753267346000.0,0.0,1678.0,1678.0,0.0,2025-07-23 10:42:26+00:00
110.0,74.0,1753267347000.0,0.0,1679.0,1679.0,0.0,2025-07-23 10:42:27+00:00
109.0,74.0,1753267348000.0,0.0,1680.0,1680.0,0.0,2025-07-23 10:42:28+00:00
108.0,74.0,1753267350000.0,0.0,1682.0,1682.0,0.0,2025-07-23 10:42:30+00:00
107.0,74.0,1753267353000.0,0.0,1685.0,1685.0,0.0,2025-07-23 10:42:33+00:00
108.0,74.0,1753267358000.0,0.0,1690.0,1690.0,0.0,2025-07-23 10:42:38+00:00
109.0,74.0,1753267361000.0,0.0,1693.0,1693.0,0.0,2025-07-23 10:42:41+00:00
111.0,74.0,1753267362000.0,0.0,1694.0,1694.0,0.0,2025-07-23 10:42:42+00:00
114.0,74.0,1753267363000.0,0.0,1695.0,1695.0,0.0,2025-07-23 10:42:43+00:00
115.0,74.0,1753267364000.0,0.0,1696.0,1696.0,0.0,2025-07-23 10:42:44+00:00
116.0,74.0,1753267366000.0,0.0,1698.0,1698.0,0.0,2025-07-23 10:42:46+00:00
116.0,74.0,1753267367000.0,0.0,1699.0,1699.0,0.0,2025-07-23 10:42:47+00:00
117.0,74.0,1753267369000.0,0.0,1701.0,1701.0,0.0,2025-07-23 10:42:49+00:00
118.0,74.0,1753267373000.0,0.0,1705.0,1705.0,0.0,2025-07-23 10:42:53+00:00
119.0,74.0,1753267376000.0,0.0,1708.0,1708.0,0.0,2025-07-23 10:42:56+00:00
118.0,74.0,1753267377000.0,0.0,1709.0,1709.0,0.0,2025-07-23 10:42:57+00:00
119.0,74.0,1753267379000.0,0.0,1711.0,1711.0,0.0,2025-07-23 10:42:59+00:00
118.0,74.0,1753267383000.0,0.0,1715.0,1715.0,0.0,2025-07-23 10:43:03+00:00
117.0,74.0,1753267384000.0,0.0,1716.0,1716.0,0.0,2025-07-23 10:43:04+00:00
116.0,74.0,1753267386000.0,0.0,1718.0,1718.0,0.0,2025-07-23 10:43:06+00:00
115.0,74.0,1753267387000.0,0.0,1719.0,1719.0,0.0,2025-07-23 10:43:07+00:00
114.0,74.0,1753267390000.0,0.0,1722.0,1722.0,0.0,2025-07-23 10:43:10+00:00
115.0,74.0,1753267391000.0,0.0,1723.0,1723.0,0.0,2025-07-23 10:43:11+00:00
116.0,74.0,1753267392000.0,0.0,1724.0,1724.0,0.0,2025-07-23 10:43:12+00:00
115.0,74.0,1753267393000.0,0.0,1725.0,1725.0,0.0,2025-07-23 10:43:13+00:00
116.0,74.0,1753267394000.0,0.0,1726.0,1726.0,0.0,2025-07-23 10:43:14+00:00
117.0,74.0,1753267396000.0,0.0,1728.0,1728.0,0.0,2025-07-23 10:43:16+00:00
119.0,74.0,1753267398000.0,0.0,1730.0,1730.0,0.0,2025-07-23 10:43:18+00:00
119.0,74.0,1753267401000.0,0.0,1733.0,1733.0,0.0,2025-07-23 10:43:21+00:00
120.0,74.0,1753267402000.0,0.0,1734.0,1734.0,0.0,2025-07-23 10:43:22+00:00
121.0,74.0,1753267405000.0,0.0,1737.0,1737.0,0.0,2025-07-23 10:43:25+00:00
120.0,74.0,1753267406000.0,0.0,1738.0,1738.0,0.0,2025-07-23 10:43:26+00:00
121.0,74.0,1753267407000.0,0.0,1739.0,1739.0,0.0,2025-07-23 10:43:27+00:00
120.0,74.0,1753267409000.0,0.0,1741.0,1741.0,0.0,2025-07-23 10:43:29+00:00
119.0,74.0,1753267413000.0,0.0,1745.0,1745.0,0.0,2025-07-23 10:43:33+00:00
120.0,74.0,1753267414000.0,0.0,1746.0,1746.0,0.0,2025-07-23 10:43:34+00:00
121.0,74.0,1753267415000.0,0.0,1747.0,1747.0,0.0,2025-07-23 10:43:35+00:00
123.0,74.0,1753267417000.0,0.0,1749.0,1749.0,0.0,2025-07-23 10:43:37+00:00
128.0,74.0,1753267418000.0,0.0,1750.0,1750.0,0.0,2025-07-23 10:43:38+00:00
129.0,74.0,1753267419000.0,0.0,1751.0,1751.0,0.0,2025-07-23 10:43:39+00:00
130.0,74.0,1753267420000.0,0.0,1752.0,1752.0,0.0,2025-07-23 10:43:40+00:00
129.0,74.0,1753267423000.0,0.0,1755.0,1755.0,0.0,2025-07-23 10:43:43+00:00
127.0,74.0,1753267426000.0,0.0,1758.0,1758.0,0.0,2025-07-23 10:43:46+00:00
129.0,74.0,1753267427000.0,0.0,1759.0,1759.0,0.0,2025-07-23 10:43:47+00:00
131.0,74.0,1753267428000.0,0.0,1760.0,1760.0,0.0,2025-07-23 10:43:48+00:00
134.0,74.0,1753267429000.0,0.0,1761.0,1761.0,0.0,2025-07-23 10:43:49+00:00
131.0,74.0,1753267430000.0,0.0,1762.0,1762.0,0.0,2025-07-23 10:43:50+00:00
126.0,74.0,1753267431000.0,0.0,1763.0,1763.0,0.0,2025-07-23 10:43:51+00:00
125.0,74.0,1753267432000.0,0.0,1764.0,1764.0,0.0,2025-07-23 10:43:52+00:00
126.0,74.0,1753267436000.0,0.0,1768.0,1768.0,0.0,2025-07-23 10:43:56+00:00
127.0,74.0,1753267444000.0,0.0,1776.0,1776.0,0.0,2025-07-23 10:44:04+00:00
126.0,74.0,1753267445000.0,0.0,1777.0,1777.0,0.0,2025-07-23 10:44:05+00:00
124.0,74.0,1753267446000.0,0.0,1778.0,1778.0,0.0,2025-07-23 10:44:06+00:00
126.0,74.0,1753267448000.0,0.0,1780.0,1780.0,0.0,2025-07-23 10:44:08+00:00
127.0,74.0,1753267450000.0,0.0,1782.0,1782.0,0.0,2025-07-23 10:44:10+00:00
128.0,74.0,1753267451000.0,0.0,1783.0,1783.0,0.0,2025-07-23 10:44:11+00:00
127.0,74.0,1753267454000.0,0.0,1786.0,1786.0,0.0,2025-07-23 10:44:14+00:00
126.0,74.0,1753267455000.0,0.0,1787.0,1787.0,0.0,2025-07-23 10:44:15+00:00
124.0,74.0,1753267456000.0,0.0,1788.0,1788.0,0.0,2025-07-23 10:44:16+00:00
119.0,74.0,1753267457000.0,0.0,1789.0,1789.0,0.0,2025-07-23 10:44:17+00:00
118.0,74.0,1753267458000.0,0.0,1790.0,1790.0,0.0,2025-07-23 10:44:18+00:00
120.0,74.0,1753267459000.0,0.0,1791.0,1791.0,0.0,2025-07-23 10:44:19+00:00
122.0,74.0,1753267461000.0,0.0,1793.0,1793.0,0.0,2025-07-23 10:44:21+00:00
123.0,74.0,1753267462000.0,0.0,1794.0,1794.0,0.0,2025-07-23 10:44:22+00:00
124.0,74.0,1753267466000.0,0.0,1798.0,1798.0,0.0,2025-07-23 10:44:26+00:00
123.0,74.0,1753267469000.0,0.0,1801.0,1801.0,0.0,2025-07-23 10:44:29+00:00
122.0,74.0,1753267470000.0,0.0,1802.0,1802.0,0.0,2025-07-23 10:44:30+00:00
121.0,74.0,1753267473000.0,0.0,1805.0,1805.0,0.0,2025-07-23 10:44:33+00:00
120.0,74.0,1753267474000.0,0.0,1806.0,1806.0,0.0,2025-07-23 10:44:34+00:00
118.0,74.0,1753267475000.0,0.0,1807.0,1807.0,0.0,2025-07-23 10:44:35+00:00
117.0,74.0,1753267476000.0,0.0,1808.0,1808.0,0.0,2025-07-23 10:44:36+00:00
116.0,74.0,1753267477000.0,0.0,1809.0,1809.0,0.0,2025-07-23 10:44:37+00:00
115.0,74.0,1753267478000.0,0.0,1810.0,1810.0,0.0,2025-07-23 10:44:38+00:00
114.0,74.0,1753267482000.0,0.0,1814.0,1814.0,0.0,2025-07-23 10:44:42+00:00
115.0,74.0,1753267483000.0,0.0,1815.0,1815.0,0.0,2025-07-23 10:44:43+00:00
114.0,74.0,1753267485000.0,0.0,1817.0,1817.0,0.0,2025-07-23 10:44:45+00:00
115.0,74.0,1753267486000.0,0.0,1818.0,1818.0,0.0,2025-07-23 10:44:46+00:00
114.0,74.0,1753267487000.0,0.0,1819.0,1819.0,0.0,2025-07-23 10:44:47+00:00
113.0,74.0,1753267489000.0,0.0,1821.0,1821.0,0.0,2025-07-23 10:44:49+00:00
112.0,74.0,1753267491000.0,0.0,1823.0,1823.0,0.0,2025-07-23 10:44:51+00:00
111.0,74.0,1753267492000.0,0.0,1824.0,1824.0,0.0,2025-07-23 10:44:52+00:00
110.0,74.0,1753267493000.0,0.0,1825.0,1825.0,0.0,2025-07-23 10:44:53+00:00
109.0,74.0,1753267494000.0,0.0,1826.0,1826.0,0.0,2025-07-23 10:44:54+00:00
108.0,74.0,1753267495000.0,0.0,1827.0,1827.0,0.0,2025-07-23 10:44:55+00:00
107.0,73.0,1753267500000.0,0.0,1832.0,1832.0,0.0,2025-07-23 10:45:00+00:00
106.0,73.0,1753267503000.0,0.0,1835.0,1835.0,0.0,2025-07-23 10:45:03+00:00
107.0,73.0,1753267504000.0,0.0,1836.0,1836.0,0.0,2025-07-23 10:45:04+00:00
106.0,73.0,1753267506000.0,0.0,1838.0,1838.0,0.0,2025-07-23 10:45:06+00:00
107.0,73.0,1753267508000.0,0.0,1840.0,1840.0,0.0,2025-07-23 10:45:08+00:00
108.0,73.0,1753267509000.0,0.0,1841.0,1841.0,0.0,2025-07-23 10:45:09+00:00
112.0,73.0,1753267512000.0,0.0,1844.0,1844.0,0.0,2025-07-23 10:45:12+00:00
116.0,73.0,1753267513000.0,0.0,1845.0,1845.0,0.0,2025-07-23 10:45:13+00:00
116.0,73.0,1753267514000.0,0.0,1846.0,1846.0,0.0,2025-07-23 10:45:14+00:00
115.0,73.0,1753267516000.0,0.0,1848.0,1848.0,0.0,2025-07-23 10:45:16+00:00
114.0,73.0,1753267520000.0,0.0,1852.0,1852.0,0.0,2025-07-23 10:45:20+00:00
115.0,73.0,1753267521000.0,0.0,1853.0,1853.0,0.0,2025-07-23 10:45:21+00:00
116.0,73.0,1753267522000.0,0.0,1854.0,1854.0,0.0,2025-07-23 10:45:22+00:00
115.0,73.0,1753267523000.0,0.0,1855.0,1855.0,0.0,2025-07-23 10:45:23+00:00
114.0,73.0,1753267524000.0,0.0,1856.0,1856.0,0.0,2025-07-23 10:45:24+00:00
111.0,73.0,1753267525000.0,0.0,1857.0,1857.0,0.0,2025-07-23 10:45:25+00:00
109.0,73.0,1753267526000.0,0.0,1858.0,1858.0,0.0,2025-07-23 10:45:26+00:00
107.0,73.0,1753267527000.0,0.0,1859.0,1859.0,0.0,2025-07-23 10:45:27+00:00
